nae@-speech	nae@	00:14:20.040	860.04	00:14:21.010	861.01	00:00:00.970	0.97	 эээ'
nae@-speech	nae@	00:14:22.010	862.01	00:14:24.990	864.99	00:00:02.980	2.98	ра'но и'ли по'здно мо'жет созда'ться определё'нная колле'кция
nae@-gestures	nae@	00:13:26.600	806.6	00:13:28.260	808.26	00:00:01.660	1.66	хмурится
nae@-gestures	nae@	00:13:29.810	809.81	00:13:31.420	811.42	00:00:01.610	1.61	чуть поднимает голову
nae@-gestures	nae@	00:13:34.700	814.7	00:13:37.580	817.58	00:00:02.880	2.88	взгляд вверх и влево
nae@-gestures	nae@	00:13:40.710	820.71	00:13:42.160	822.16	00:00:01.450	1.45	хмурится
nae@-gestures	nae@	00:13:50.860	830.86	00:13:51.500	831.5	00:00:00.640	0.64	чуть поворачивает голову к левому плечу
nae@-gestures	nae@	00:13:52.040	832.04	00:13:53.460	833.46	00:00:01.420	1.42	поворачивает голову вправо
nae@-gestures	nae@	00:13:53.560	833.56	00:13:54.740	834.74	00:00:01.180	1.18	взмах головой
nae@-gestures	nae@	00:13:54.800	834.8	00:13:57.350	837.35	00:00:02.550	2.55	чуть наклоняет голову
nae@-gestures	nae@	00:13:57.500	837.5	00:14:00.870	840.87	00:00:03.370	3.37	хмурится
nae@-gestures	nae@	00:14:01.980	841.98	00:14:03.130	843.13	00:00:01.150	1.15	взгляд на собеседника, в камеру
nae@-gestures	nae@	00:14:03.330	843.33	00:14:05.220	845.22	00:00:01.890	1.89	взгляд влево
nae@-gestures	nae@	00:14:05.380	845.38	00:14:09.680	849.68	00:00:04.300	4.3	улыбается
nae@-gestures	nae@	00:14:09.860	849.86	00:14:11.480	851.48	00:00:01.620	1.62	покачивание головой
nae@-gestures	nae@	00:14:13.177	853.177	00:14:16.497	856.497	00:00:03.320	3.32	правая рука, круги и повороты кисти
nae@-gestures	nae@	00:14:18.170	858.17	00:14:20.290	860.29	00:00:02.120	2.12	обе руки,  поправляет волосы
nae@-gestures	nae@	00:14:22.690	862.69	00:14:23.440	863.44	00:00:00.750	0.75	хмурится
nae@-gestures	nae@	00:14:24.130	864.13	00:14:25.010	865.01	00:00:00.880	0.88	улыбается
nae@-gestures-meaning	nae@	00:13:26.600	806.6	00:13:28.260	808.26	00:00:01.660	1.66	вспоминает
nae@-gestures-meaning	nae@	00:13:29.810	809.81	00:13:31.420	811.42	00:00:01.610	1.61	акцентирует внимание
nae@-gestures-meaning	nae@	00:13:34.700	814.7	00:13:37.580	817.58	00:00:02.880	2.88	представляет то, о чём говорит
nae@-gestures-meaning	nae@	00:13:40.710	820.71	00:13:42.160	822.16	00:00:01.450	1.45	подбирает слова
nae@-gestures-meaning	nae@	00:13:50.860	830.86	00:13:51.500	831.5	00:00:00.640	0.64	задумчивость
nae@-gestures-meaning	nae@	00:13:52.040	832.04	00:13:53.460	833.46	00:00:01.420	1.42	задумчивость
nae@-gestures-meaning	nae@	00:13:53.560	833.56	00:13:54.740	834.74	00:00:01.180	1.18	усиление выразительности
nae@-gestures-meaning	nae@	00:13:54.800	834.8	00:13:57.350	837.35	00:00:02.550	2.55	задумчивость
nae@-gestures-meaning	nae@	00:13:57.500	837.5	00:14:00.870	840.87	00:00:03.370	3.37	вспоминает, подбирает слова
nae@-gestures-meaning	nae@	00:14:01.980	841.98	00:14:03.130	843.13	00:00:01.150	1.15	начинает новую фразу,  немного изменяется тема
nae@-gestures-meaning	nae@	00:14:03.330	843.33	00:14:05.220	845.22	00:00:01.890	1.89	сожаление
nae@-gestures-meaning	nae@	00:14:05.380	845.38	00:14:09.680	849.68	00:00:04.300	4.3	объяснение своих действий
nae@-gestures-meaning	nae@	00:14:09.860	849.86	00:14:11.480	851.48	00:00:01.620	1.62	подчёркивание отрицания в речи
nae@-gestures-meaning	nae@	00:14:13.177	853.177	00:14:16.497	856.497	00:00:03.320	3.32	привлечение внимания, попытка как-то показать описываемое
nae@-gestures-meaning	nae@	00:14:18.170	858.17	00:14:20.290	860.29	00:00:02.120	2.12	возможно, привычный в задумчивости жест
nae@-gestures-meaning	nae@	00:14:22.690	862.69	00:14:23.440	863.44	00:00:00.750	0.75	подбирает слова
nae@-gestures-meaning	nae@	00:14:24.130	864.13	00:14:25.010	865.01	00:00:00.880	0.88	радость
